ปีบัญชี	Month	องค์ประกอบ WBS	ใบสั่ง	OpAc	รก.	Cost Categ	วัสดุ	คำอธิบายวัสดุ	กลุ่มวัสดุ	สปก.ต้นทุน	Cost Element Group	SourceFund	สง.	WBS Plan Qty.	WBS Plan Price	Purch.Req.	รก.	PR Qty	PR Unit	PR Price/Unit	ผู้ขาย	เอกสารซื้อ	รก.	PO Qty	PO Unit	PO Price/Unit	PO Curr.	Contract No	BID No	Contract Date	Contr. Status	GR/IR Doc	GR/IR Date	GR/IR Qty	GR/IR Unit	GR/IR Amount	GR/IR Curr	Pmt.Doc	Pmt.Date	Pmt.Curr	Last Year (Curr)	Last Year	YLM (Curr)	YLM	This month (Curr)	This month	เงินล่วงหน้าคงเหลือ	โครงการที่เหมาะสม	Region	Budget cat	Update date	Update by
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0008	CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1101763192	00029	1000.000	EA	1208.00	242551	3002015257	00115	1000.000	EA	1195.00	THB	 	 	2565-03-14	B	 	 	0.000	 	0.00	 	 	 	 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0008	CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1101763192	00030	2500.000	EA	1208.00	242551	3002015257	00116	2500.000	EA	1195.00	THB	 	 	2565-03-14	B	 	 	0.000	 	0.00	 	 	 	 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0008	CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1101763192	00031	5500.000	EA	1208.00	242551	3002015257	00117	5500.000	EA	1195.00	THB	 	 	2565-03-14	B	 	 	0.000	 	0.00	 	 	 	 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0008	CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1101763192	00032	1000.000	EA	1208.00	242551	3002015257	00118	1000.000	EA	1195.00	THB	 	 	2565-03-14	B	 	 	0.000	 	0.00	 	 	 	 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0008	CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1101763192	00033	2000.000	EA	1208.00	242551	3002015257	00119	2000.000	EA	1195.00	THB	 	 	2565-03-14	B	 	 	0.000	 	0.00	 	 	 	 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0008	CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1101763192	00035	3500.000	EA	1208.00	242551	3002015257	00121	3500.000	EA	1195.00	THB	 	 	2565-03-14	B	 	 	0.000	 	0.00	 	 	 	 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0008	CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1101763192	00037	2300.000	EA	1208.00	242551	3002015257	00123	2300.000	EA	1195.00	THB	 	 	2565-03-14	B	 	 	0.000	 	0.00	 	 	 	 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0008	CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1101763192	00039	600.000	EA	1208.00	242551	3002015257	00125	600.000	EA	1195.00	THB	 	 	2565-03-14	B	 	 	0.000	 	0.00	 	 	 	 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-020-0200	ALUMINIUM INGOT	102020	12100040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100867612	00002	0.000	 	0.00	239181	3001131552	00002	0.000	 	0.00	THB	สต. 011/2559	 	2016-04-04	B	5200056230	2016-06-15	298.940	TON	18474492.00	THB	2500695890	2016-06-20	THB	18474492.00	18474492.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00001	0.000	 	0.00	203534	3001152980	00001	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200074831	2016-08-02	900.000	EA	498150.00	THB	2500899215	2016-08-08	THB	498150.00	498150.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00001	0.000	 	0.00	203534	3001152980	00001	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200074839	2016-08-02	900.000	EA	498150.00	THB	2500899215	2016-08-08	THB	498150.00	498150.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00001	0.000	 	0.00	203534	3001152980	00001	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200086231	2016-08-30	900.000	EA	498150.00	THB	2700004461	2016-09-09	THB	498150.00	498150.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00001	0.000	 	0.00	203534	3001152980	00001	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200086234	2016-08-30	900.000	EA	498150.00	THB	2700004461	2016-09-09	THB	498150.00	498150.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00003	0.000	 	0.00	203534	3001152980	00003	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200074831	2016-08-02	2200.000	EA	1217700.00	THB	2500899215	2016-08-08	THB	1217700.00	1217700.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00003	0.000	 	0.00	203534	3001152980	00003	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200074839	2016-08-02	2200.000	EA	1217700.00	THB	2500899215	2016-08-08	THB	1217700.00	1217700.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00003	0.000	 	0.00	203534	3001152980	00003	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200086231	2016-08-30	2200.000	EA	1217700.00	THB	2700004461	2016-09-09	THB	1217700.00	1217700.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00003	0.000	 	0.00	203534	3001152980	00003	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200086234	2016-08-30	2200.000	EA	1217700.00	THB	2700004461	2016-09-09	THB	1217700.00	1217700.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00005	0.000	 	0.00	203534	3001152980	00005	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200074831	2016-08-02	3300.000	EA	1826550.00	THB	2500899215	2016-08-08	THB	1826550.00	1826550.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00005	0.000	 	0.00	203534	3001152980	00005	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200074839	2016-08-02	3300.000	EA	1826550.00	THB	2500899215	2016-08-08	THB	1826550.00	1826550.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00005	0.000	 	0.00	203534	3001152980	00005	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200086231	2016-08-30	3300.000	EA	1826550.00	THB	2700004461	2016-09-09	THB	1826550.00	1826550.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0001	INSULATOR,SUSPENSION,CLASS 52-3,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868600	00005	0.000	 	0.00	203534	3001152980	00005	0.000	 	0.00	THB	สต.022/2559	 	2016-06-09	B	5200086234	2016-08-30	3300.000	EA	1826550.00	THB	2700004461	2016-09-09	THB	1826550.00	1826550.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0003	INSULATOR,SUSPENSION,CLASS 52-8,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868858	00001	0.000	 	0.00	203534	3001160442	00001	0.000	 	0.00	THB	สต.029/2559	 	2016-06-30	B	5200104497	2016-10-11	400.000	EA	299800.00	THB	2700005455	2016-10-19	THB	299800.00	299800.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0003	INSULATOR,SUSPENSION,CLASS 52-8,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868858	00001	0.000	 	0.00	203534	3001160442	00001	0.000	 	0.00	THB	สต.029/2559	 	2016-06-30	B	5200115214	2016-11-07	400.000	EA	299800.00	THB	2700005901	2016-11-11	THB	299800.00	299800.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0003	INSULATOR,SUSPENSION,CLASS 52-8,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868858	00002	0.000	 	0.00	203534	3001160442	00002	0.000	 	0.00	THB	สต.029/2559	 	2016-06-30	B	5200104497	2016-10-11	1200.000	EA	899400.00	THB	2700005455	2016-10-19	THB	899400.00	899400.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0003	INSULATOR,SUSPENSION,CLASS 52-8,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868858	00002	0.000	 	0.00	203534	3001160442	00002	0.000	 	0.00	THB	สต.029/2559	 	2016-06-30	B	5200115214	2016-11-07	1200.000	EA	899400.00	THB	2700005901	2016-11-11	THB	899400.00	899400.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0003	INSULATOR,SUSPENSION,CLASS 52-8,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868858	00004	0.000	 	0.00	203534	3001160442	00004	0.000	 	0.00	THB	สต.029/2559	 	2016-06-30	B	5200104497	2016-10-11	1700.000	EA	1274150.00	THB	2700005455	2016-10-19	THB	1274150.00	1274150.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0003	INSULATOR,SUSPENSION,CLASS 52-8,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868858	00004	0.000	 	0.00	203534	3001160442	00004	0.000	 	0.00	THB	สต.029/2559	 	2016-06-30	B	5200115214	2016-11-07	1700.000	EA	1274150.00	THB	2700005901	2016-11-11	THB	1274150.00	1274150.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0003	INSULATOR,SUSPENSION,CLASS 52-8,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868858	00006	0.000	 	0.00	203534	3001160442	00006	0.000	 	0.00	THB	สต.029/2559	 	2016-06-30	B	5200104497	2016-10-11	700.000	EA	524650.00	THB	2700005455	2016-10-19	THB	524650.00	524650.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-002-0003	INSULATOR,SUSPENSION,CLASS 52-8,TIS.354	103002	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868858	00006	0.000	 	0.00	203534	3001160442	00006	0.000	 	0.00	THB	สต.029/2559	 	2016-06-30	B	5200115214	2016-11-07	700.000	EA	524650.00	THB	2700005901	2016-11-11	THB	524650.00	524650.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00001	0.000	 	0.00	233659	3001162594	00001	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200107444	2016-10-18	1000.000	EA	702500.00	THB	2501236019	2016-10-26	THB	702500.00	702500.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00001	0.000	 	0.00	233659	3001162594	00001	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200115853	2016-11-08	500.000	EA	351250.00	THB	2501324515	2016-11-15	THB	351250.00	351250.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00001	0.000	 	0.00	233659	3001162594	00001	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200123036	2016-11-24	400.000	EA	281000.00	THB	2501376691	2016-11-28	THB	281000.00	281000.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00004	0.000	 	0.00	233659	3001162594	00004	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200107444	2016-10-18	3000.000	EA	2107500.00	THB	2501236019	2016-10-26	THB	2107500.00	2107500.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00004	0.000	 	0.00	233659	3001162594	00004	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200115853	2016-11-08	1500.000	EA	1053750.00	THB	2501324515	2016-11-15	THB	1053750.00	1053750.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00004	0.000	 	0.00	233659	3001162594	00004	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200123036	2016-11-24	1400.000	EA	983500.00	THB	2501376691	2016-11-28	THB	983500.00	983500.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00007	0.000	 	0.00	233659	3001162594	00007	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200107444	2016-10-18	5000.000	EA	3512500.00	THB	2501236019	2016-10-26	THB	3512500.00	3512500.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00007	0.000	 	0.00	233659	3001162594	00007	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200115853	2016-11-08	2500.000	EA	1756250.00	THB	2501324515	2016-11-15	THB	1756250.00	1756250.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0002	INSULATOR,LINE-POST, 22 KV.,57-2L,P/A	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868385	00007	0.000	 	0.00	233659	3001162594	00007	0.000	 	0.00	THB	สต.030/2559	 	2016-07-21	B	5200123036	2016-11-24	2200.000	EA	1545500.00	THB	2501376691	2016-11-28	THB	1545500.00	1545500.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0204	INSULATOR, POST, 115 KV.,HOR. MOUNT	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868537	00001	0.000	 	0.00	203534	3001180017	00001	0.000	 	0.00	THB	สต.045/2559	 	2016-08-22	B	5200115980	2016-11-09	10.000	EA	202850.00	THB	2700006012	2016-11-15	THB	202850.00	202850.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0204	INSULATOR, POST, 115 KV.,HOR. MOUNT	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868537	00002	0.000	 	0.00	203534	3001180017	00002	0.000	 	0.00	THB	สต.045/2559	 	2016-08-22	B	5200115980	2016-11-09	30.000	EA	608550.00	THB	2700006012	2016-11-15	THB	608550.00	608550.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0204	INSULATOR, POST, 115 KV.,HOR. MOUNT	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868537	00003	0.000	 	0.00	203534	3001180017	00003	0.000	 	0.00	THB	สต.045/2559	 	2016-08-22	B	5200115980	2016-11-09	50.000	EA	1014250.00	THB	2700006012	2016-11-15	THB	1014250.00	1014250.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-03-001-0204	INSULATOR, POST, 115 KV.,HOR. MOUNT	103001	12101040	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868537	00005	0.000	 	0.00	203534	3001180017	00004	0.000	 	0.00	THB	สต.045/2559	 	2016-08-22	B	5200115980	2016-11-09	10.000	EA	202850.00	THB	2700006012	2016-11-15	THB	202850.00	202850.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0006	CABLE SPACER, PORCELAIN, TYPE 3	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868327	00001	0.000	 	0.00	203534	3001184888	00001	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200130796	2016-12-14	400.000	EA	561600.00	THB	2700006656	2016-12-19	THB	561600.00	561600.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0006	CABLE SPACER, PORCELAIN, TYPE 3	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868327	00001	0.000	 	0.00	203534	3001184888	00001	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200143149	2016-12-30	300.000	EA	421200.00	THB	2501525464	2016-12-30	THB	421200.00	421200.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0006	CABLE SPACER, PORCELAIN, TYPE 3	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868327	00004	0.000	 	0.00	203534	3001184888	00004	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200130796	2016-12-14	1000.000	EA	1404000.00	THB	2700006656	2016-12-19	THB	1404000.00	1404000.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0006	CABLE SPACER, PORCELAIN, TYPE 3	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868327	00004	0.000	 	0.00	203534	3001184888	00004	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200143149	2016-12-30	600.000	EA	842400.00	THB	2501525464	2016-12-30	THB	842400.00	842400.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0006	CABLE SPACER, PORCELAIN, TYPE 3	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868327	00006	0.000	 	0.00	203534	3001184888	00006	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200130796	2016-12-14	1600.000	EA	2246400.00	THB	2700006656	2016-12-19	THB	2246400.00	2246400.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0006	CABLE SPACER, PORCELAIN, TYPE 3	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868327	00006	0.000	 	0.00	203534	3001184888	00006	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200143149	2016-12-30	1100.000	EA	1544400.00	THB	2501525464	2016-12-30	THB	1544400.00	1544400.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0007	CABLE SPACER, PORCELAIN, TYPE 4	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868336	00001	0.000	 	0.00	203534	3001184888	00008	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200130797	2016-12-14	2000.000	EA	3310000.00	THB	2700006656	2016-12-19	THB	3310000.00	3310000.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0007	CABLE SPACER, PORCELAIN, TYPE 4	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868336	00001	0.000	 	0.00	203534	3001184888	00008	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200143157	2016-12-30	2000.000	EA	3310000.00	THB	2501525390	2016-12-30	THB	3310000.00	3310000.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0007	CABLE SPACER, PORCELAIN, TYPE 4	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868336	00001	0.000	 	0.00	203534	3001184888	00008	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200017072	2017-02-23	2000.000	EA	3310000.00	THB	2700000689	2017-03-01	THB	3310000.00	3310000.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0007	CABLE SPACER, PORCELAIN, TYPE 4	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868336	00001	0.000	 	0.00	203534	3001184888	00008	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200024567	2017-03-13	2000.000	EA	3310000.00	THB	2700001135	2017-03-22	THB	3310000.00	3310000.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
2022	10	Y-59-Z-07-MA	 	 	 	1	1-02-044-0007	CABLE SPACER, PORCELAIN, TYPE 4	102044	12101030	ZBD_PMATRL	LOCL	THB	0.000	0.00	1100868336	00001	0.000	 	0.00	203534	3001184888	00008	0.000	 	0.00	THB	สต.050/2559	 	2016-09-02	B	5200038824	2017-04-19	1100.000	EA	1820500.00	THB	2700001834	2017-05-02	THB	1820500.00	1820500.00	0.00	0.00	0.00	0.00	0.00	Y-59	 	 	2022-10-11	HOBDEXX03
